gene_name	prob
PLEKHM2	0.414402037858963
CLCNKA	0.139342904090881
DNAJC16	0.492040008306503
RSG1	0.167412757873535
ARHGEF19	0.533326327800751
FAM131C	0.247034907341003
EPHA2	0.736296355724335
HSPB7	0.382602244615555
CLCNKB	0.111908376216888
ZBTB17	0.824708163738251
DDI2	0.824708163738251
RSC1A1	0.146139457821846
C1orf64	0.146139457821846
CASP9	0.669261693954468
FBXO42	0.672696948051453
PADI1	0.207846447825432
CROCC	0.277835100889206
ATP13A2	0.563471615314484
ARHGEF10L	0.563471615314484
PADI2	0.431424885988235
PADI4	0.340754777193069
SDHB	0.693781971931458
NECAP2	0.19659511744976
MFAP2	0.629082679748535
SPATA21	0.111908376216888
RCC2	0.799691498279572
SZRD1	0.329177498817444
IGSF21	0.578774988651276
PADI3	0.207846447825432
ACTL8	0.427720665931702
UBR4	0.625414073467255
KLHDC7A	0.237914741039276
CAPZB	0.687749087810516
AKR7A3	0.131139099597931
TMCO4	0.250911235809326
NBL1	0.460647642612457
ALDH4A1	0.636561334133148
EMC1	0.332716375589371
PAX7	0.78907322883606
HTR6	0.434880495071411
AKR7L	0.139342904090881
TAS1R2	0.146139457821846
PQLC2	0.300877630710602
OTUD3	0.281950980424881
MINOS1	0.293772041797638
IFFO2	0.274280726909637
AKR7A2	0.148215800523758
MINOS1-NBL1	0.180262446403503
RNF186	0.146139457821846
MRTO4	0.782960891723633
NBPF3	0.139342904090881
PINK1	0.563732087612152
DDOST	0.735656082630157
EIF4G3	0.782960891723633
CDA	0.332483917474747
PLA2G5	0.154552862048149
ECE1	0.728293240070343
CAMK2N1	0.42087721824646
PLA2G2F	0.146139457821846
MUL1	0.674636363983154
SH2D5	0.372816562652588
KIF17	0.329388737678528
PLA2G2A	0.212344229221344
PLA2G2D	0.12329725921154
PLA2G2C	0.12329725921154
PLA2G2E	0.170125707983971
UBXN10	0.152543604373932
HP1BP3	0.672696948051453
RAP1GAP	0.774248421192169
EPHA8	0.650952637195587
C1QB	0.208481907844543
ZBTB40	0.414402037858963
C1QC	0.200602784752846
LUZP1	0.383566290140152
CELA3A	0.111908376216888
EPHB2	0.782960891723633
LDLRAD2	0.20791383087635
ALPL	0.622939705848694
CDC42	0.782960891723633
C1QA	0.237914741039276
WNT4	0.719017505645752
CELA3B	0.148215800523758
USP48	0.728293240070343
HTR1D	0.494588822126389
HSPG2	0.59470397233963
KDM1A	0.745582580566406
MDS2	0.179693475365639
HNRNPR	0.782960891723633
RPL11	0.756383895874023
ZNF436	0.53261262178421
IL22RA1	0.313246071338654
TCEB3	0.633151233196259
C1orf213	0.12329725921154
LYPLA2	0.628093183040619
FUCA1	0.563732087612152
TCEA3	0.249929830431938
GALE	0.389227211475372
E2F2	0.770794570446014
HMGCL	0.31868040561676
PITHD1	0.607464551925659
ID3	0.628632843494415
MYOM3	0.219123348593712
CNR2	0.207846447825432
ASAP3	0.74713134765625
TMEM50A	0.444217145442963
C1orf63	0.235045120120049
RCAN3	0.352169781923294
MAN1C1	0.596810638904572
MTFR1L	0.609352290630341
IFNLR1	0.316427379846573
RHD	0.132359072566032
TMEM57	0.728293240070343
SYF2	0.722600996494293
RUNX3	0.850708901882172
CLIC4	0.439076572656631
RHCE	0.380376666784286
NIPAL3	0.394194304943085
NCMAP	0.303136497735977
GRHL3	0.653748095035553
LDLRAP1	0.728419899940491
SRRM1	0.831385493278503
STPG1	0.146139457821846
SEPN1	0.250911235809326
UBXN11	0.297560960054398
LIN28A	0.550078094005585
CATSPER4	0.203408598899841
FAM110D	0.323683500289917
AUNIP	0.12329725921154
CNKSR1	0.337193638086319
ZNF683	0.12329725921154
CEP85	0.492040008306503
PAFAH2	0.144167378544807
PDIK1L	0.526200234889984
DHDDS	0.728293240070343
AIM1L	0.315539598464966
STMN1	0.665096879005432
SLC30A2	0.569524526596069
SH3BGRL3	0.444217145442963
ZNF593	0.672466933727264
TRIM63	0.520437061786652
EXTL1	0.169639766216278
PAQR7	0.32538053393364
CD52	0.12329725921154
FCN3	0.198285043239594
WDTC1	0.824708163738251
PIGV	0.167412757873535
ARID1A	0.782960891723633
HMGN2	0.508349061012268
TMEM222	0.329177498817444
SFN	0.713102221488953
CD164L2	0.144167378544807
MAP3K6	0.533326327800751
GPATCH3	0.167412757873535
RPS6KA1	0.638582646846771
SYTL1	0.277332484722137
ZDHHC18	0.4329953789711
NUDC	0.782960891723633
GPN2	0.506642520427704
FAM46B	0.546332001686096
NR0B2	0.451241880655289
SLC9A1	0.729051649570465
C1orf172	0.386722207069397
XKR8	0.153042644262314
STX12	0.698813557624817
EYA3	0.728293240070343
PPP1R8	0.782960891723633
FGR	0.722077608108521
IFI6	0.180262446403503
SESN2	0.702090740203857
FAM76A	0.495052665472031
ATPIF1	0.372475862503052
AHDC1	0.675177454948425
MED18	0.69828999042511
PTAFR	0.672466933727264
GPR3	0.45895180106163
THEMIS2	0.270194381475449
WASF2	0.628093183040619
SMPDL3B	0.169639766216278
DNAJC8	0.774626612663269
RPA2	0.712307035923004
SRSF4	0.782960891723633
OPRD1	0.744580268859863
SNRNP40	0.816371083259583
PHACTR4	0.379004091024399
TAF12	0.824017703533173
SDC3	0.604156792163849
LAPTM5	0.70097553730011
RCC1	0.735656082630157
PUM1	0.661956608295441
PTPRU	0.781591653823853
ZCCHC17	0.595059096813202
GMEB1	0.824708163738251
TMEM200B	0.413446664810181
EPB41	0.743839204311371
RAB42	0.12329725921154
TRNAU1AP	0.685697197914124
MATN1	0.465901136398315
NKAIN1	0.58744478225708
YTHDF2	0.728293240070343
MECR	0.443194806575775
FABP3	0.289402335882187
EIF3I	0.824708163738251
COL16A1	0.414402037858963
CCDC28B	0.207715049386024
PEF1	0.440227806568146
BAI2	0.65831732749939
SERINC2	0.288606137037277
KPNA6	0.782960891723633
AC114494.1	0.12329725921154
PTP4A2	0.661956608295441
SPOCD1	0.272623926401138
TXLNA	0.824708163738251
HCRTR1	0.625555396080017
IQCC	0.12329725921154
TMEM234	0.19659511744976
DCDC2B	0.12329725921154
TINAGL1	0.61401242017746
KHDRBS1	0.802043378353119
TMEM39B	0.527021706104279
BSDC1	0.581344306468964
TMEM54	0.146139457821846
TSSK3	0.382642358541489
FAM167B	0.278598308563232
ZBTB8B	0.111908376216888
HPCA	0.735812962055206
MARCKSL1	0.386047035455704
KIAA1522	0.474331676959991
ZBTB8A	0.56235259771347
ZBTB8OS	0.529801666736603
FNDC5	0.491883337497711
HDAC1	0.756383895874023
SYNC	0.244090512394905
RNF19B	0.852899193763733
RBBP4	0.824708163738251
YARS	0.656619608402252
LCK	0.809006750583649
S100PBP	0.27305343747139
PHC2	0.650558948516846
TRIM62	0.495052665472031
SFPQ	0.738502383232117
SMIM12	0.384370744228363
ADC	0.354187190532684
ZMYM1	0.270135879516602
GJB3	0.300067365169525
C1orf94	0.211700186133385
AK2	0.392525017261505
A3GALT2	0.271480917930603
GJA4	0.464746415615082
DLGAP3	0.824708163738251
GJB4	0.170125707983971
ZNF362	0.661956608295441
ZSCAN20	0.303854674100876
ZMYM4	0.604800641536713
ZMYM6	0.273409843444824
HMGB4	0.12329725921154
GJB5	0.24753013253212
COL8A2	0.579714477062225
KIAA0319L	0.396477103233337
TEKT2	0.250911235809326
AGO3	0.824708163738251
ADPRHL2	0.24753013253212
AGO4	0.756173670291901
C1orf216	0.170125707983971
MAP7D1	0.435993790626526
CLSPN	0.794330716133118
PSMB2	0.824708163738251
AGO1	0.784873008728027
NCDN	0.685697197914124
EVA1B	0.593148469924927
THRAP3	0.824708163738251
SH3D21	0.12329725921154
TRAPPC3	0.438924610614777
TFAP2E	0.300877630710602
LSM10	0.744492769241333
STK40	0.579714477062225
DNALI1	0.24394565820694
EPHA10	0.394989490509033
CDCA8	0.770411849021912
ZC3H12A	0.661956608295441
MTF1	0.728293240070343
C1orf122	0.326996713876724
CSF3R	0.322283506393433
OSCP1	0.203500494360924
SF3A3	0.747748911380768
RSPO1	0.34177765250206
FHL3	0.824708163738251
MRPS15	0.539442360401154
GNL2	0.758486151695251
SNIP1	0.824708163738251
GRIK3	0.767620980739594
YRDC	0.231108725070953
MANEAL	0.31902214884758
INPP5B	0.415125638246536
MEAF6	0.858686685562134
C1orf109	0.20791383087635
PPIE	0.665089011192322
KIAA0754	0.171636715531349
PABPC4	0.81125682592392
NT5C1A	0.42072531580925
GJA9	0.169639766216278
HPCAL4	0.653751850128174
HEYL	0.207846447825432
MYCBP	0.644865393638611
UTP11L	0.613881766796112
MYCL	0.526707589626312
BMP8A	0.56806617975235
TRIT1	0.174265563488007
RRAGC	0.765388607978821
BMP8B	0.516249120235443
MACF1	0.666776061058044
AKIRIN1	0.521863043308258
NDUFS5	0.170952081680298
RHBDL2	0.377201110124588
PPT1	0.252979308366776
RLF	0.725453019142151
ZFP69	0.111908376216888
CTPS1	0.824394881725311
SCMH1	0.575333595275879
TMCO2	0.12329725921154
KCNQ4	0.714798927307129
EXO5	0.170125707983971
SLFNL1	0.146139457821846
ZFP69B	0.111908376216888
SMAP2	0.554481148719788
FOXO6	0.285495072603226
COL9A2	0.475266188383102
NFYC	0.698851704597473
ZMPSTE24	0.400788903236389
RIMS3	0.455349415540695
CITED4	0.237914741039276
CAP1	0.744957029819489
ZNF684	0.12329725921154
MFSD2A	0.687749087810516
HIVEP3	0.59470397233963
FOXJ3	0.569524526596069
PPCS	0.417329907417297
ZNF691	0.198833391070366
C1orf50	0.205863535404205
ZMYND12	0.322202205657959
SLC2A1	0.824708163738251
YBX1	0.782960891723633
GUCA2A	0.12329725921154
CLDN19	0.444217145442963
GUCA2B	0.203408598899841
PPIH	0.76946485042572
CCDC23	0.32538053393364
FAM183A	0.111908376216888
LEPRE1	0.205308586359024
EDN2	0.146139457821846
ERMAP	0.148215800523758
CCDC30	0.145488262176514
RIMKLA	0.541987121105194
EBNA1BP2	0.568097949028015
PTPRF	0.792615056037903
ATP6V0B	0.710111796855927
C1orf210	0.215463995933533
B4GALT2	0.728293240070343
KDM4A	0.794491291046143
WDR65	0.195843070745468
HYI	0.19659511744976
MPL	0.59773325920105
DPH2	0.519577324390411
SLC6A9	0.638582646846771
ARTN	0.285495072603226
SZT2	0.61401242017746
IPO13	0.727574825286865
CDC20	0.705665528774261
MED8	0.526689767837524
TMEM125	0.32538053393364
ST3GAL3	0.6246417760849
ELOVL1	0.728293240070343
CCDC24	0.12329725921154
TIE1	0.685284316539764
PTCH2	0.367181986570358
MUTYH	0.561549425125122
RNF220	0.782960891723633
ZSWIM5	0.62635600566864
KLF17	0.12329725921154
TCTEX1D4	0.257723212242126
DMAP1	0.744957029819489
KIF2C	0.662961483001709
TMEM53	0.480083048343658
BEST4	0.419925481081009
RPS8	0.782960891723633
HPDL	0.272162973880768
UROD	0.285455584526062
ERI3	0.697314023971558
EIF2B3	0.695738852024078
PLK3	0.705665528774261
HECTD3	0.563471615314484
TOE1	0.575230479240417
MAST2	0.638582646846771
CCDC163P	0.12329725921154
PIK3R3	0.715116560459137
UQCRH	0.644865393638611
PRDX1	0.734409272670746
MMACHC	0.167412757873535
NSUN4	0.19659511744976
CCDC17	0.12329725921154
NASP	0.327572613954544
FAAH	0.386892765760422
RAD54L	0.616565048694611
POMGNT1	0.426189720630646
LURAP1	0.30960214138031
TSPAN1	0.186852723360062
TMEM69	0.12329725921154
TESK2	0.39263653755188
IPP	0.443194806575775
AKR1A1	0.465901136398315
LRRC41	0.784873008728027
GPBP1L1	0.465020805597305
MOB3C	0.390232294797897
MKNK1	0.647121608257294
CYP4B1	0.170125707983971
STIL	0.233205884695053
CYP4Z1	0.139342904090881
ATPAF1	0.816371083259583
CMPK1	0.436550706624985
PDZK1IP1	0.310480386018753
CYP4X1	0.138881206512451
TAL1	0.830027878284454
KNCN	0.50449138879776
TRABD2B	0.278598308563232
DMBX1	0.738096177577972
EFCAB14	0.195770636200905
CYP4A11	0.111908376216888
CYP4A22	0.111908376216888
RNF11	0.799537539482117
BEND5	0.593148469924927
TXNDC12	0.276369214057922
CDKN2C	0.695539832115173
FAF1	0.786468923091888
ZFYVE9	0.493340611457825
OSBPL9	0.661956608295441
TTC39A	0.554481148719788
EPS15	0.731391131877899
SLC5A9	0.19659511744976
BTF3L4	0.410600602626801
ELAVL4	0.783110380172729
AGBL4	0.24964739382267
RAB3B	0.624201357364655
NRD1	0.643913924694061
KTI12	0.378789186477661
SPATA6	0.226808339357376
ZCCHC11	0.628093183040619
SCP2	0.575093865394592
NDC1	0.590243399143219
DMRTB1	0.31776437163353
GLIS1	0.694476306438446
MAGOH	0.61912214756012
ZYG11B	0.796318471431732
CC2D1B	0.443194806575775
CPT2	0.465901136398315
C1orf123	0.389227211475372
ORC1	0.639895915985107
GPX7	0.19659511744976
COA7	0.239817827939987
ECHDC2	0.19659511744976
FAM159A	0.143742740154266
PODN	0.425287902355194
LRP8	0.748812794685364
PRPF38A	0.816371083259583
SLC1A7	0.250911235809326
ACOT11	0.250911235809326
HSPB11	0.283835172653198
CYB5RL	0.12329725921154
SSBP3	0.748812794685364
YIPF1	0.397203147411346
DIO1	0.198833391070366
LRRC42	0.250911235809326
PARS2	0.546999931335449
TMEM59	0.281950980424881
MROH7	0.111908376216888
TCEANC2	0.215832233428955
CDCP2	0.19659511744976
TTC4	0.50264173746109
TTC22	0.238498076796532
FAM151A	0.169639766216278
LDLRAD1	0.169639766216278
MRPL37	0.238248720765114
C1orf177	0.146139457821846
JUN	0.713102221488953
C8A	0.21853432059288
MYSM1	0.636561334133148
TMEM61	0.12329725921154
FGGY	0.215832233428955
OMA1	0.146139457821846
DHCR24	0.852899193763733
C1orf168	0.12329725921154
C1orf87	0.12329725921154
CYP2J2	0.146139457821846
C8B	0.186852723360062
PPAP2B	0.752204060554504
PCSK9	0.317658245563507
PRKAA2	0.584785461425781
DAB1	0.591455101966858
USP24	0.563471615314484
TACSTD2	0.272162973880768
BSND	0.12329725921154
HOOK1	0.544160544872284
ALG6	0.447972327470779
NFIA	0.773467123508453
KANK4	0.203408598899841
ITGB3BP	0.412388771772385
DOCK7	0.636561334133148
ANGPTL3	0.338818937540054
TM2D1	0.235265657305717
UBE2U	0.143742740154266
PGM1	0.331085681915283
ROR1	0.728293240070343
USP1	0.782960891723633
RAVER2	0.26556670665741
INADL	0.628225147724152
L1TD1	0.12329725921154
ATG4C	0.29184877872467
EFCAB7	0.146139457821846
CACHD1	0.53985333442688
JAK1	0.78974837064743
SGIP1	0.655948519706726
IL23R	0.394455194473267
C1orf141	0.146139457821846
MIER1	0.744957029819489
TCTEX1D1	0.208809971809387
LEPROT	0.611540555953979
PDE4B	0.714540719985962
INSL5	0.12329725921154
DIRAS3	0.3719502389431
SERBP1	0.726476311683655
IL12RB2	0.417639136314392
LEPR	0.616593539714813
WDR78	0.19502666592598
GNG12	0.397666126489639
AK4	0.642433643341064
SLC35D1	0.301342904567719
DNAJC6	0.850708901882172
GADD45A	0.775420069694519
TNNI3K	0.146139457821846
PTGER3	0.610090970993042
TYW3	0.355142503976822
CRYZ	0.294196963310242
FPGT	0.146139457821846
SRSF11	0.824708163738251
ZRANB2	0.672696948051453
DEPDC1	0.492040008306503
WLS	0.604653239250183
NEGR1	0.707306206226349
C1orf173	0.152543604373932
CTH	0.249929830431938
LRRC7	0.765201449394226
ANKRD13C	0.672696948051453
RPE65	0.281950980424881
FPGT-TNNI3K	0.146139457821846
HHLA3	0.146139457821846
LRRC40	0.349588096141815
LRRIQ3	0.146139457821846
IFI44	0.111908376216888
SLC44A5	0.542668163776398
FUBP1	0.782960891723633
DNAJB4	0.782960891723633
ST6GALNAC5	0.745343863964081
RABGGTB	0.748812794685364
NEXN	0.447972327470779
PIGK	0.237181425094604
IFI44L	0.111908376216888
LHX8	0.836621522903442
ST6GALNAC3	0.442606151103973
ASB17	0.231108725070953
GIPC2	0.300067365169525
ACADM	0.337667196989059
MSH4	0.456595540046692
PTGFR	0.694935441017151
AK5	0.622939705848694
ZZZ3	0.782960891723633
USP33	0.639467537403107
FAM73A	0.426189720630646
C1orf52	0.32538053393364
WDR63	0.461525708436966
LPHN2	0.609352290630341
LPAR3	0.610724151134491
DDAH1	0.591572225093842
SAMD13	0.249851256608963
ELTD1	0.394304126501083
MCOLN2	0.19659511744976
PRKACB	0.774626612663269
SYDE2	0.177422359585762
DNASE2B	0.309743106365204
BCL10	0.49858021736145
SSX2IP	0.578267157077789
CYR61	0.852899193763733
MCOLN3	0.475931793451309
TTLL7	0.638582646846771
RPF1	0.679513812065125
CTBS	0.169639766216278
GNG5	0.215526446700096
SH3GLB1	0.653748095035553
CCBL2	0.204349279403687
SEP15	0.23421622812748
GBP4	0.111908376216888
ODF2L	0.146139457821846
COL24A1	0.552349925041199
HS2ST1	0.301877290010452
GTF2B	0.782960891723633
GBP7	0.111908376216888
CLCA4	0.111908376216888
PKN2	0.738514006137848
RP5-1052I5.2	0.214144617319107
GBP1	0.2521011531353
CLCA1	0.349767208099365
ZNHIT6	0.173433169722557
CLCA2	0.152543604373932
GBP3	0.111908376216888
RBMXL1	0.546432495117188
GBP2	0.289810925722122
LMO4	0.805930316448212
GBP6	0.111908376216888
HFM1	0.306605696678162
CDC7	0.757881999015808
BTBD8	0.146139457821846
BARHL2	0.735812962055206
ZNF326	0.496827244758606
GBP5	0.132359072566032
GLMN	0.663305878639221
ZNF644	0.434545993804932
EPHX4	0.544160544872284
C1orf146	0.30960214138031
GFI1	0.828495383262634
LRRC8C	0.638582646846771
EVI5	0.694493770599365
RPAP2	0.270135879516602
TGFBR3	0.679628551006317
BRDT	0.464344292879105
LRRC8B	0.739938914775848
LRRC8D	0.728293240070343
ABCD3	0.649218916893005
FAM69A	0.336089313030243
TMEM56	0.158249199390411
ARHGAP29	0.741949439048767
ABCA4	0.447972327470779
F3	0.337708294391632
CNN3	0.692589044570923
RPL5	0.782960891723633
BCAR3	0.748882174491882
RWDD3	0.167412757873535
MTF2	0.774626612663269
TMED5	0.29184877872467
DR1	0.765388607978821
FNBP1L	0.695752084255219
ALG14	0.300877630710602
SLC44A3	0.219123348593712
DNTTIP2	0.524248719215393
TMEM56-RWDD3	0.111908376216888
GCLM	0.653748095035553
SNX7	0.544160544872284
DBT	0.429452002048492
FRRS1	0.252921104431152
HIAT1	0.672696948051453
LPPR4	0.800036311149597
TRMT13	0.332857996225357
SLC30A7	0.544160544872284
LPPR5	0.800036311149597
DPYD	0.544160544872284
CDC14A	0.666110396385193
PTBP2	0.816371083259583
LRRC39	0.443194806575775
AGL	0.705665528774261
GPR88	0.46375897526741
VCAM1	0.667027235031128
RTCA	0.396588414907455
SASS6	0.475502192974091
EXTL2	0.306355446577072
PALMD	0.544160544872284
SLC35A3	0.438924610614777
SLC25A24	0.349588096141815
AMY1C	0.506795704364777
HENMT1	0.146139457821846
OLFM3	0.342541873455048
RNPC3	0.231108725070953
AMY2B	0.146139457821846
NTNG1	0.712967157363892
FAM102B	0.605333805084229
PRMT6	0.515755295753479
AMY2A	0.237914741039276
S1PR1	0.679902017116547
AC093157.1	0.146139457821846
NBPF4	0.111908376216888
PRPF38B	0.6246417760849
DPH5	0.730656445026398
NBPF6	0.111908376216888
VAV3	0.652402877807617
AMY1A	0.257723212242126
COL11A1	0.591144442558289
ATXN7L2	0.484736233949661
PSRC1	0.12329725921154
TMEM167B	0.318583250045776
KIAA1324	0.553528666496277
TAF13	0.769165754318237
WDR47	0.563471615314484
SORT1	0.806311309337616
PSMA5	0.833060264587402
MYBPHL	0.284816563129425
CELSR2	0.61401242017746
CLCC1	0.233205884695053
SARS	0.748812794685364
STXBP3	0.522324621677399
C1orf194	0.187832981348038
AKNAD1	0.152543604373932
AMIGO1	0.707023680210114
FNDC7	0.294117510318756
SYPL2	0.296285837888718
CYB561D1	0.198066219687462
GPSM2	0.563732087612152
SLC6A17	0.808718860149384
GPR61	0.672696948051453
GSTM4	0.206221982836723
GNAI3	0.756173670291901
CSF1	0.597105264663696
LAMTOR5	0.146139457821846
ALX3	0.410087406635284
GSTM1	0.372822046279907
GSTM2	0.276089519262314
GSTM3	0.24753013253212
RBM15	0.661956608295441
GSTM5	0.111908376216888
AMPD2	0.636561334133148
UBL4B	0.12329725921154
EPS8L3	0.270135879516602
KCNC4	0.417329907417297
GNAT2	0.567369639873505
AHCYL1	0.672696948051453
SLC16A4	0.457206547260284
STRIP1	0.791830122470856
DDX20	0.436840415000916
KCNA10	0.581546008586884
DENND2D	0.455349415540695
LRIF1	0.145488262176514
RAP1A	0.76240348815918
ADORA3	0.12329725921154
DRAM2	0.252979308366776
KCNA2	0.850708901882172
CHI3L2	0.215463995933533
CD53	0.324233919382095
C1orf162	0.146139457821846
WDR77	0.660929262638092
OVGP1	0.200087010860443
ATP5F1	0.560431361198425
PIFO	0.143742740154266
CEPT1	0.661956608295441
FAM212B	0.170125707983971
PROK1	0.27782416343689
CHIA	0.146139457821846
DCLRE1B	0.694495677947998
FAM19A3	0.215463995933533
BCL2L15	0.12329725921154
HIPK1	0.738502383232117
MAGI3	0.652402877807617
ST7L	0.237181425094604
KCND3	0.728293240070343
LRIG2	0.237181425094604
CTTNBP2NL	0.735656082630157
OLFML3	0.281950980424881
CAPZA1	0.605686902999878
RSBN1	0.575333595275879
MOV10	0.735656082630157
PPM1J	0.574064970016479
PTPN22	0.273365706205368
SLC16A1	0.78857433795929
WNT2B	0.735293924808502
RHOC	0.502599656581879
AP4B1	0.367181986570358
PHTF1	0.281950980424881
SYCP1	0.390805631875992
NRAS	0.782960891723633
SYT6	0.505678951740265
TRIM33	0.738502383232117
NGF	0.828495383262634
BCAS2	0.675328254699707
CSDE1	0.672696948051453
ATP1A1	0.824708163738251
CD58	0.145488262176514
SIKE1	0.734443068504333
CASQ2	0.352169781923294
AMPD1	0.250911235809326
TSHB	0.397666126489639
IGSF3	0.575333595275879
SLC22A15	0.440749555826187
DENND2C	0.492040008306503
MAB21L3	0.250911235809326
NHLH2	0.544471859931946
TSPAN2	0.349588096141815
VANGL1	0.819463431835175
HAO2	0.263579308986664
WDR3	0.672000586986542
MAN1A2	0.687749087810516
VTCN1	0.170125707983971
PTGFRN	0.622107684612274
TBX15	0.697596549987793
TRIM45	0.250911235809326
SPAG17	0.331082940101624
ZNF697	0.311623305082321
HSD3B1	0.111908376216888
WARS2	0.579714477062225
HSD3B2	0.111908376216888
CD101	0.12329725921154
TTF2	0.38267794251442
FAM46C	0.567580938339233
GDAP2	0.391017198562622
HMGCS2	0.219123348593712
CD2	0.503677845001221
PHGDH	0.807462155818939
REG4	0.179693475365639
NBPF10	0.163881957530975
ADAM30	0.203408598899841
LIX1L	0.684573173522949
FAM72B	0.186891868710518
PEX11B	0.576041102409363
ANKRD34A	0.661956608295441
POLR3GL	0.428754389286041
HFE2	0.524885356426239
NOTCH2NL	0.111908376216888
